T2M,RH2M,WS10M,WS50M,T2M_MAX,T2M_MIN,WS10M_MAX,WS10M_MIN,WS50M_MAX,WS50M_MIN,PS
25.69,43.75,2.8,4.41,35.55,14.8,5.12,0.58,7.98,0.5,96.93
21.86,45.69,2.95,4.62,33.23,8.3,6.7,0.17,8.63,0.12,97.03
21.23,38.38,3.12,4.87,32.94,9.23,6.59,0.16,9.58,0.22,97.11
25.44,33.44,3.11,4.91,38.59,9.91,6.64,0.08,8.91,0.22,96.93
30.13,26.12,3.17,4.78,42.16,15.95,7.43,0.22,9.98,0.34,96.66
34.3,25.0,3.07,4.52,44.45,23.46,6.77,0.28,9.4,0.21,96.36
35.93,22.81,3.65,5.09,44.86,25.62,9.6,0.16,11.69,0.17,96.14
32.54,49.81,4.62,5.93,44.42,22.9,9.9,0.24,12.45,0.29,95.93
27.18,75.0,5.62,7.71,35.03,22.04,11.48,0.58,14.07,0.75,95.93
25.8,83.75,4.64,6.66,31.61,21.77,10.6,0.2,13.97,0.42,95.99
25.62,86.38,3.62,5.41,31.41,21.68,8.63,0.14,10.88,0.2,96.25
24.46,86.38,2.41,3.84,29.76,18.98,4.66,0.64,6.72,0.8,96.72
22.15,79.94,2.46,4.03,29.94,14.51,4.31,0.49,7.45,0.46,96.92
21.45,70.94,3.02,4.79,29.84,9.94,5.9,1.15,8.36,1.26,97.06
22.51,57.62,3.25,4.93,34.55,11.05,6.54,0.16,9.26,0.16,96.98
25.03,42.62,3.56,5.2,35.77,15.32,7.74,0.51,9.56,0.5,96.99
29.69,36.38,2.81,4.19,39.55,17.83,7.39,0.02,8.83,0.06,96.66
33.33,31.19,2.91,4.31,41.94,22.8,6.55,0.21,8.04,0.2,96.5
34.98,31.5,3.22,4.48,44.67,25.55,8.88,0.12,10.34,0.12,96.15
28.34,70.06,4.12,5.64,37.89,22.4,11.2,0.24,13.39,0.34,95.99
26.55,81.88,3.66,5.2,33.33,21.35,9.23,0.11,11.38,0.16,95.99
25.87,85.69,4.67,6.73,31.38,22.22,9.74,0.27,12.61,0.39,95.95
25.93,86.44,2.55,3.87,31.26,21.36,8.2,0.16,11.57,0.07,96.14
24.54,84.62,2.73,4.23,30.54,16.67,9.7,0.05,12.73,0.07,96.37
21.57,78.12,2.98,4.77,30.48,11.48,6.38,0.56,8.07,0.6,96.98
20.57,65.56,2.59,4.15,30.42,10.24,5.12,0.2,7.99,0.38,96.98
23.57,57.12,2.76,4.34,33.67,14.16,5.77,0.3,8.23,0.29,96.82
24.48,33.88,3.02,4.63,37.29,12.06,6.41,0.3,8.73,0.34,96.89
29.73,23.69,3.13,4.88,41.43,17.48,5.97,0.33,10.08,0.27,96.64
32.58,29.5,2.75,4.16,41.68,22.2,6.16,0.18,8.85,0.25,96.43
32.38,45.75,4.05,5.45,41.23,23.96,9.96,0.2,12.78,0.25,96.12
27.76,72.81,4.46,6.19,38.16,22.02,9.55,0.4,11.89,0.66,96.06
26.26,84.0,4.37,6.16,32.11,21.89,11.42,0.11,15.43,0.12,95.9
25.8,85.31,3.33,4.84,31.16,21.76,8.83,0.02,11.06,0.03,96.1
25.27,88.5,3.52,5.16,30.3,19.66,9.64,0.12,12.44,0.15,96.06
24.11,83.19,2.42,3.76,30.61,16.12,5.95,0.09,7.3,0.16,96.53
22.53,83.12,2.68,4.33,30.58,13.14,5.71,0.48,6.84,0.56,96.74
20.55,69.88,2.56,4.16,29.6,9.6,5.12,0.26,7.63,0.31,97.06
22.3,64.0,2.91,4.38,34.62,11.97,8.5,0.14,10.44,0.3,100.01
26.34,45.81,2.67,4.16,39.18,13.37,6.27,0.12,9.63,0.07,99.81
28.88,50.31,3.26,4.69,39.32,18.15,7.18,0.05,9.88,0.08,99.65
33.35,43.25,3.55,4.8,44.71,22.19,7.28,0.38,10.21,0.29,99.26
32.73,50.94,3.61,5.02,43.9,23.8,9.24,0.1,11.3,0.02,98.97
30.84,61.56,4.98,6.78,43.72,22.83,9.23,0.74,11.74,0.96,98.74
27.15,80.81,3.8,5.63,33.65,21.48,9.02,0.27,11.61,0.31,98.91
26.21,84.19,4.31,6.4,32.4,19.8,10.22,0.14,12.95,0.18,98.9
26.08,87.62,2.81,4.36,31.17,21.6,7.68,0.09,9.92,0.09,99.14
24.84,83.25,2.14,3.34,30.48,16.87,5.75,0.17,7.17,0.14,99.59
21.98,77.56,2.26,3.45,30.54,11.54,5.61,0.27,7.88,0.35,99.77
21.19,73.81,2.72,4.2,29.26,11.82,6.96,0.29,10.29,0.38,100.1
22.92,68.62,3.02,4.68,32.51,14.69,6.88,0.52,9.23,0.41,100.02
27.26,52.5,3.09,4.44,38.73,16.86,7.06,0.09,9.8,0.15,99.71
30.65,44.75,3.55,4.78,42.59,20.18,7.8,0.27,10.41,0.39,99.52
32.48,44.06,3.54,4.78,44.31,22.58,8.3,0.17,10.83,0.23,99.3
33.33,46.5,3.38,4.51,42.73,24.27,8.19,0.17,10.51,0.19,99.18
30.56,60.69,4.33,5.8,43.11,22.63,8.88,0.14,10.9,0.2,98.81
27.56,76.5,4.43,6.45,38.84,22.25,9.91,0.52,12.72,0.56,98.88
26.54,81.69,4.6,6.84,32.21,22.56,8.57,0.45,10.96,0.8,98.93
26.12,83.56,2.59,3.95,33.03,20.44,8.26,0.08,10.72,0.16,99.23
25.19,82.62,2.25,3.35,31.38,19.69,7.88,0.3,10.09,0.38,99.68
23.43,82.81,2.45,3.78,29.74,16.56,6.4,0.09,7.95,0.12,99.86
22.09,71.0,2.46,3.81,31.53,12.58,5.54,0.3,7.88,0.47,100.07
23.35,58.06,2.54,3.93,35.4,11.88,6.01,0.24,9.27,0.3,100.06
27.62,51.25,3.52,4.95,39.36,15.53,8.02,0.56,10.75,0.68,99.71
30.91,39.5,3.52,4.91,42.97,20.55,7.38,0.21,10.41,0.37,99.53
33.57,42.19,4.42,5.71,44.44,22.46,9.54,0.36,11.76,0.49,99.29
34.96,42.5,4.48,5.63,45.23,26.12,10.05,0.13,12.25,0.25,99.06
31.51,56.25,4.52,6.16,43.94,22.97,9.67,0.07,11.78,0.29,98.81
27.76,76.12,3.81,5.65,36.51,23.27,9.14,0.31,11.43,0.26,98.89
26.73,84.56,4.08,6.01,32.31,22.56,10.6,0.05,13.48,0.05,98.87
26.17,87.75,3.16,4.83,31.23,22.54,7.47,0.16,9.61,0.14,99.04
24.87,85.12,2.73,4.14,30.37,15.89,9.98,0.1,12.87,0.18,99.38
20.98,78.94,2.88,4.55,29.14,12.08,5.93,0.01,8.34,0.17,99.94
21.23,73.12,2.59,4.05,29.98,9.24,5.45,0.03,8.15,0.01,100.0
23.84,67.31,3.27,4.97,33.14,14.94,6.63,0.16,9.36,0.22,99.79
26.4,54.38,3.09,4.39,37.01,16.66,7.19,0.1,9.62,0.15,99.69
30.44,40.69,2.92,4.18,41.62,17.26,6.34,0.36,9.3,0.57,99.54
33.3,41.81,4.17,5.38,44.56,23.09,9.68,0.38,12.08,0.51,99.18
36.35,35.0,4.33,5.58,47.31,25.87,9.74,0.17,12.11,0.25,98.76
30.34,59.0,5.28,7.13,43.98,22.37,10.11,0.97,12.41,1.24,98.69
26.95,78.81,4.15,5.99,35.95,22.62,9.85,0.38,12.09,0.45,98.81
26.65,78.94,4.52,6.71,33.34,22.18,9.07,0.08,11.59,0.12,98.93
26.79,77.0,2.55,3.82,35.02,21.26,7.66,0.12,9.53,0.2,99.25
25.48,74.12,2.55,4.03,33.18,16.32,6.83,0.06,8.52,0.1,99.5
23.33,60.56,2.88,4.59,33.19,12.76,6.34,0.88,8.77,1.06,99.89
24.49,52.62,2.38,3.57,35.01,13.64,6.16,0.16,8.33,0.09,99.75
24.12,66.62,3.19,4.77,34.53,15.82,6.81,0.37,9.4,0.56,99.91
27.37,47.38,2.96,4.33,39.3,15.66,7.92,0.23,10.27,0.3,99.37
30.48,41.94,3.55,5.02,42.33,16.71,7.29,0.33,10.18,0.37,99.46
34.12,38.81,3.34,4.55,45.73,20.87,8.02,0.31,9.96,0.3,99.06
35.45,35.12,4.76,6.12,45.65,25.48,10.66,0.2,13.01,0.23,98.78
28.45,71.31,4.71,6.54,36.94,23.59,9.27,1.09,11.51,1.66,98.81
26.58,78.69,3.93,5.68,33.96,22.17,9.35,0.44,11.62,0.48,98.99
26.45,82.38,3.66,5.42,32.48,22.19,8.73,0.31,11.06,0.47,98.92
26.26,80.62,2.79,4.36,32.48,21.26,7.58,0.18,9.45,0.24,99.18
24.02,78.06,2.73,4.17,31.3,14.57,6.57,0.17,8.41,0.22,99.48
22.33,68.56,2.88,4.56,31.64,12.05,6.03,0.09,8.57,0.28,99.82
22.62,63.56,2.5,4.02,33.2,12.25,5.38,0.23,7.98,0.32,99.96
22.46,60.75,2.92,4.41,32.41,13.44,6.51,0.59,9.35,0.54,99.96
25.87,58.94,3.65,5.27,36.58,16.61,7.02,0.32,9.41,0.53,99.79
30.65,44.25,3.57,4.86,43.86,18.48,8.02,0.16,10.39,0.2,99.5
33.09,44.06,4.4,5.71,44.88,22.55,8.91,0.53,11.32,0.83,99.25
35.76,34.62,4.1,5.34,45.76,25.51,9.99,0.16,12.18,0.27,98.88
30.64,59.81,4.88,6.5,44.1,22.38,9.59,0.17,11.87,0.2,98.75
27.94,71.62,4.71,6.61,35.93,22.33,10.84,0.3,13.95,0.51,98.93
26.77,80.12,4.44,6.39,33.26,22.33,11.6,0.02,15.91,0.07,98.91
27.1,77.75,2.27,3.49,34.67,21.51,7.5,0.23,9.58,0.37,99.24
26.56,70.06,2.5,4.04,35.69,16.13,5.41,0.27,7.98,0.41,99.58
24.22,68.44,2.45,3.94,34.19,13.39,5.99,0.18,7.64,0.34,99.79
23.52,62.62,3.09,4.68,32.99,12.76,6.77,0.14,8.89,0.28,100.05
23.98,58.75,2.82,4.21,34.26,10.98,6.5,0.12,8.59,0.11,100.07
25.45,47.88,3.14,4.66,37.35,14.83,7.07,0.53,10.16,0.67,99.97
29.04,47.44,3.12,4.5,41.01,18.35,6.34,0.24,8.94,0.45,99.6
33.58,37.88,4.1,5.38,44.9,21.91,9.79,0.14,12.15,0.12,99.32
33.98,41.06,3.5,4.48,44.21,25.07,8.81,0.19,11.15,0.27,99.28
32.05,54.38,4.16,5.49,42.79,24.58,9.41,0.32,11.48,0.41,98.78
28.02,71.62,4.38,6.26,35.6,22.47,8.86,0.41,11.04,0.58,99.04
27.23,80.06,3.64,5.43,34.33,22.96,7.98,0.17,9.92,0.38,98.93
27.74,77.0,2.6,4.11,34.92,22.5,8.32,0.06,10.41,0.14,99.24
25.67,82.38,2.47,3.75,32.08,19.16,8.37,0.05,10.88,0.07,99.56
23.94,77.5,2.8,4.2,33.15,13.34,11.01,0.2,14.66,0.27,99.63
22.11,70.12,2.2,3.39,30.73,11.73,5.03,0.21,7.05,0.33,100.06
23.42,65.31,2.42,3.86,34.87,14.23,4.97,0.27,7.88,0.41,99.97
27.04,54.0,3.48,4.95,37.52,14.08,7.24,0.47,9.4,0.68,99.71
30.86,42.19,3.28,4.59,42.54,20.48,7.21,0.19,10.21,0.25,99.4
32.05,49.81,3.81,5.04,43.36,22.6,9.04,0.18,11.23,0.23,99.37
36.16,37.69,3.96,5.18,47.65,27.17,10.3,0.07,13.0,0.13,98.75
31.98,54.38,4.33,5.79,45.64,23.59,9.76,0.27,11.8,0.38,98.82
26.95,82.75,4.2,6.06,34.58,22.52,9.88,0.42,13.48,0.61,98.87
26.55,86.81,3.04,4.66,32.01,22.44,8.41,0.12,10.58,0.18,98.95
26.1,89.25,2.62,4.14,31.15,22.61,6.57,0.14,8.31,0.2,99.02
24.39,79.31,2.52,3.91,30.95,17.19,6.22,0.17,7.64,0.23,99.49
21.89,68.38,2.42,3.64,29.4,10.68,5.9,0.12,10.66,0.17,99.89
22.24,65.44,2.05,3.12,30.78,13.11,4.8,0.09,8.41,0.08,100.07
23.06,57.5,2.12,3.3,35.06,13.27,4.97,0.1,8.77,0.16,99.84
26.42,37.44,2.49,3.8,39.27,13.83,6.13,0.02,9.08,0.03,99.78
29.23,45.88,2.73,3.98,42.0,17.26,7.2,0.09,9.51,0.07,99.52
33.85,32.88,3.41,4.64,44.96,20.51,8.81,0.12,10.51,0.25,99.19
35.57,37.06,4.36,5.78,45.72,26.65,11.33,0.16,13.76,0.27,98.76
29.66,60.69,5.04,6.9,40.44,22.41,11.41,0.13,14.68,0.24,98.91
27.25,80.75,4.16,5.98,35.45,22.59,11.21,0.45,15.5,0.74,98.86
26.05,85.12,4.55,6.79,31.55,21.58,9.23,1.46,11.99,2.45,98.87
25.82,86.75,2.88,4.44,31.17,21.52,7.25,0.27,9.36,0.38,99.19
25.15,78.81,2.08,3.14,31.34,15.75,5.14,0.12,6.52,0.15,99.49
22.63,72.12,2.38,3.59,30.76,14.24,7.03,0.13,8.78,0.23,100.0
21.62,64.94,2.61,4.06,31.7,10.13,5.34,0.16,8.38,0.27,100.1
23.84,44.12,2.58,3.95,37.48,12.48,5.43,0.12,9.23,0.19,99.96
27.03,51.88,3.07,4.49,37.33,15.59,7.89,0.12,10.28,0.02,99.71
29.92,50.56,3.51,4.85,41.23,18.05,8.12,0.16,10.38,0.17,99.57
33.71,39.88,3.91,5.12,45.55,24.04,8.23,0.14,10.47,0.31,99.17
30.61,64.0,4.17,5.71,42.44,23.64,15.82,0.28,20.14,0.23,98.89
27.87,76.44,4.53,6.54,35.3,23.94,10.13,0.06,13.03,0.2,98.82
27.33,76.19,4.8,7.0,35.1,22.77,9.3,1.73,11.52,3.1,98.94
26.89,81.75,4.21,6.12,34.3,22.55,9.45,0.2,12.57,0.32,98.92
26.36,84.56,2.8,4.38,31.73,22.03,6.58,0.26,8.38,0.28,99.18
24.9,84.81,3.01,4.65,30.82,17.61,7.02,0.21,8.89,0.22,99.55
23.65,80.31,2.96,4.59,31.09,13.15,7.22,0.14,9.15,0.21,99.76
22.46,70.44,2.52,4.01,31.73,12.81,4.98,0.66,7.91,0.96,100.05
24.33,57.31,2.84,4.45,35.48,10.12,6.65,0.05,9.21,0.06,99.91
27.33,45.44,3.02,4.54,38.33,15.92,6.81,0.11,9.89,0.12,99.86
31.16,43.62,3.69,5.12,43.33,19.3,7.03,0.55,9.9,0.45,99.5
33.96,39.31,3.73,4.85,46.62,24.29,8.39,0.2,10.62,0.19,99.24
36.17,38.94,4.63,5.71,47.19,26.59,9.35,0.18,11.5,0.2,99.0
29.31,72.06,4.45,6.09,42.88,23.32,10.85,0.19,13.52,0.31,98.76
27.16,80.12,4.88,7.05,33.61,22.96,9.12,0.87,11.92,1.05,98.77
26.24,83.38,4.35,6.56,32.58,22.3,8.95,0.92,11.43,1.61,98.97
26.74,81.94,2.7,4.01,31.96,21.27,7.08,0.04,9.02,0.04,99.27
24.94,81.62,2.58,3.95,31.42,15.98,6.34,0.09,8.1,0.05,99.42
21.94,83.19,2.55,3.91,28.71,13.53,6.39,0.29,9.07,0.43,99.98
20.71,74.06,2.53,3.88,29.98,11.88,6.8,0.22,8.45,0.35,100.06
21.15,62.81,2.61,4.07,32.85,10.3,5.23,0.21,8.16,0.28,100.22
26.1,50.19,2.73,4.07,38.78,14.78,6.87,0.19,9.71,0.27,99.76
30.4,35.12,3.27,4.86,43.9,17.85,6.96,0.03,10.11,0.2,99.59
33.44,38.06,3.84,5.12,44.45,23.26,7.4,0.31,9.73,0.44,99.36
35.68,36.38,3.88,5.0,45.48,25.47,8.4,0.12,10.77,0.23,98.98
31.59,57.06,4.29,5.91,41.57,23.5,11.48,0.93,13.95,1.02,98.72
27.84,74.56,3.85,5.55,35.41,22.99,9.54,0.34,12.35,0.47,98.94
26.0,85.0,4.02,6.02,32.27,20.87,9.52,1.13,13.24,1.77,98.98
25.86,83.06,2.91,4.51,31.62,20.75,7.66,0.3,10.48,0.34,99.19
25.29,78.56,2.38,3.62,32.19,16.2,7.41,0.15,10.09,0.23,99.48
23.58,81.12,2.81,4.38,31.48,15.67,7.53,0.22,9.59,0.24,99.83
20.43,72.38,2.23,3.48,29.73,12.9,4.35,0.04,7.16,0.09,100.22
23.22,56.38,2.3,3.61,34.76,14.19,5.41,0.04,9.27,0.05,100.0
25.55,44.81,2.89,4.34,39.08,12.26,6.85,0.24,10.2,0.36,99.86
30.37,40.25,3.03,4.2,41.3,19.48,7.6,0.08,10.25,0.13,99.63
33.3,40.88,4.17,5.51,45.11,21.27,8.08,0.23,10.49,0.38,99.39
36.28,35.88,4.17,5.4,46.55,26.62,9.79,0.21,11.65,0.29,98.93
31.38,55.62,4.58,6.0,44.06,22.87,10.54,0.5,13.01,0.8,98.89
27.58,75.44,4.33,6.18,35.62,22.89,8.8,0.9,11.06,1.15,98.83
26.92,80.19,3.83,5.66,33.17,22.82,8.47,0.05,10.75,0.08,99.05
26.28,83.69,2.88,4.45,32.3,21.76,7.09,0.25,9.03,0.35,99.18
25.58,83.69,2.05,3.16,31.75,18.38,6.73,0.05,8.83,0.07,99.6
22.63,75.81,2.5,3.85,30.9,11.68,6.6,0.18,8.12,0.25,99.85
20.78,64.19,2.23,3.47,30.94,10.81,4.9,0.06,7.08,0.12,100.06
23.71,61.88,2.65,4.06,34.93,14.8,5.99,0.09,8.59,0.14,99.89
26.42,52.12,3.37,4.88,36.84,15.78,6.91,0.33,9.7,0.42,99.69
31.14,40.31,3.06,4.41,43.63,18.46,7.23,0.22,9.41,0.16,99.54
33.55,40.44,3.36,4.47,43.92,23.33,7.69,0.05,9.82,0.07,99.3
35.63,38.12,4.1,5.29,46.4,26.83,10.45,0.13,12.91,0.26,98.95
30.6,60.5,4.67,6.37,42.83,23.36,9.48,0.42,11.45,0.66,98.68
27.13,77.69,4.93,7.21,34.38,22.4,9.69,0.27,13.3,0.38,98.78
26.55,82.31,4.02,6.02,33.63,21.8,8.31,0.25,10.34,0.4,98.93
26.08,80.75,2.96,4.53,32.14,17.92,7.2,0.15,9.35,0.19,99.29
25.08,86.62,2.54,3.83,30.98,19.84,7.7,0.2,10.65,0.27,99.55
22.47,83.69,2.47,3.7,28.7,14.89,7.09,0.16,8.84,0.23,99.99
19.83,72.75,1.79,2.56,27.88,10.7,3.81,0.14,5.22,0.22,100.2
20.55,71.62,2.67,4.06,29.44,10.72,8.41,0.51,10.61,0.64,100.1
25.1,62.19,2.65,4.02,36.29,14.73,6.77,0.02,9.95,0.09,99.82
29.98,48.06,3.16,4.55,41.53,19.72,7.18,0.14,10.14,0.19,99.61
33.11,41.19,3.6,4.82,43.94,22.59,7.46,0.16,9.94,0.22,99.35
30.66,58.12,3.92,5.47,43.05,23.17,8.87,0.26,11.07,0.15,98.97
30.98,60.69,3.82,5.5,43.58,24.12,10.18,0.29,12.4,0.25,98.7
27.02,80.81,3.77,5.59,33.4,22.77,8.38,0.14,10.52,0.17,98.82
26.8,84.44,3.38,5.12,32.17,23.35,8.18,0.02,10.41,0.02,98.92
26.37,84.56,3.09,4.75,32.21,21.79,9.24,0.12,11.88,0.16,99.09
25.33,87.38,2.8,4.32,31.42,18.52,6.32,0.17,8.91,0.26,99.36
22.3,80.69,2.69,4.25,29.44,14.62,7.88,0.3,10.02,0.41,99.67
20.97,75.19,1.94,2.88,28.48,12.48,4.84,0.19,8.12,0.21,100.21
23.04,67.94,2.49,3.9,32.86,13.77,6.22,0.26,9.52,0.35,99.93
25.53,59.0,2.99,4.51,37.94,15.4,6.64,0.4,9.98,0.51,99.79
30.42,40.62,3.1,4.52,43.73,17.89,7.2,0.28,10.23,0.37,99.43
32.44,47.06,3.41,4.59,45.99,22.04,7.99,0.2,10.57,0.09,99.26
35.51,31.81,3.84,5.23,45.95,25.12,9.43,0.09,11.49,0.13,98.95
30.25,63.25,4.13,5.68,41.1,23.85,9.28,0.12,11.36,0.33,98.85
27.45,78.06,4.07,6.03,35.65,22.69,8.92,0.51,11.27,0.78,98.82
26.63,83.62,3.42,5.24,33.53,22.61,8.7,0.12,10.9,0.16,98.94
26.51,85.25,2.55,3.96,32.06,21.66,7.97,0.09,9.98,0.14,99.01
24.98,84.88,2.98,4.68,30.35,18.66,7.07,0.39,8.96,0.52,99.41
22.38,76.44,2.41,3.63,30.24,12.6,6.23,0.17,7.67,0.23,99.75
21.3,69.69,2.13,3.23,30.32,11.37,5.89,0.08,7.54,0.15,99.99
21.44,64.12,2.52,3.93,31.8,9.01,6.04,0.2,8.71,0.2,100.01
24.91,44.19,2.45,3.76,38.94,11.15,5.92,0.16,9.46,0.07,99.72
30.44,39.56,2.77,4.09,42.33,17.35,8.3,0.2,10.82,0.31,99.62
31.07,49.81,3.32,4.54,41.17,20.73,8.85,0.21,11.16,0.3,99.47
34.66,37.75,3.39,4.71,45.68,23.75,9.75,0.15,11.92,0.11,99.06
31.66,54.19,3.99,5.52,43.88,24.48,10.1,0.29,12.25,0.47,99.01
27.95,75.81,4.3,6.24,35.54,23.23,8.83,0.05,11.56,0.05,98.84
26.89,79.75,4.4,6.62,34.33,21.76,9.17,0.39,11.41,0.73,99.03
26.55,84.31,2.54,3.86,33.05,22.28,6.36,0.13,8.24,0.17,99.34
25.68,78.88,1.91,2.92,31.87,19.36,4.12,0.06,5.98,0.16,99.88
25.08,81.38,2.35,3.74,32.19,18.67,5.27,0.17,6.5,0.25,99.88
23.56,79.25,2.89,4.52,30.62,13.91,5.58,0.17,7.52,0.24,100.02
24.19,66.81,2.93,4.38,34.16,12.8,6.69,0.1,9.23,0.18,99.98
26.54,58.12,2.68,3.99,38.81,14.58,7.13,0.09,9.84,0.01,99.88
31.29,45.19,3.28,4.39,42.83,21.15,8.2,0.17,10.63,0.11,99.62
33.87,42.5,4.05,5.23,44.74,22.92,8.84,0.15,10.84,0.02,99.39
36.69,35.19,4.14,5.35,47.08,25.83,9.63,0.37,11.74,0.4,98.92
31.84,57.44,4.03,5.46,45.38,24.0,10.3,0.2,12.72,0.33,98.75
28.37,75.31,3.66,5.34,36.4,23.16,11.16,0.12,14.66,0.13,98.87
27.1,85.69,2.98,4.58,32.29,23.77,6.82,0.2,8.52,0.18,99.04
26.55,86.81,2.66,4.19,31.9,22.57,6.39,0.05,8.05,0.02,99.05
25.55,87.06,2.7,4.16,31.0,18.87,7.5,0.25,10.22,0.44,99.32
23.01,83.06,2.52,3.92,30.23,12.0,6.91,0.04,9.52,0.08,99.67
19.35,72.25,1.93,2.78,27.65,10.6,3.97,0.14,5.73,0.14,100.07
20.69,64.94,2.09,3.18,32.74,10.08,4.7,0.22,8.41,0.28,99.88
26.0,55.94,2.59,3.98,38.36,15.62,6.1,0.32,9.66,0.48,99.9
31.05,37.31,2.45,3.58,42.97,18.55,6.49,0.1,9.41,0.14,99.27
33.92,36.69,3.3,4.61,45.46,21.41,8.45,0.09,9.94,0.12,99.04
32.4,51.56,4.01,5.45,43.71,23.74,8.77,0.29,11.06,0.29,98.93
29.37,63.25,4.53,6.41,41.63,22.72,9.95,0.4,12.31,0.52,98.89
28.05,72.5,4.38,6.34,36.72,23.55,9.06,0.41,11.47,0.59,98.81
26.9,79.56,3.92,5.87,33.7,22.48,8.87,0.48,11.12,0.75,99.0
26.76,81.0,3.45,5.29,33.49,22.61,8.8,0.15,10.95,0.27,99.08
25.99,79.94,2.77,4.24,32.74,16.98,7.38,0.17,9.55,0.32,99.35
23.83,63.44,2.8,4.4,33.49,13.32,5.82,0.09,8.26,0.13,99.79
22.17,54.5,2.47,3.98,32.62,11.96,5.4,0.51,7.77,0.5,99.97
24.41,46.19,2.62,4.06,36.53,12.0,6.37,0.23,9.33,0.17,99.84
26.77,59.44,3.44,4.83,36.03,16.97,8.27,0.12,10.8,0.21,99.63
29.12,43.75,2.77,4.08,40.65,15.45,6.79,0.05,9.72,0.07,99.47
34.39,40.12,3.6,4.76,46.27,21.9,8.41,0.16,10.48,0.17,99.08
33.35,46.5,4.18,5.55,45.38,25.38,9.45,0.23,11.87,0.22,99.0
28.06,73.88,4.27,5.96,36.12,22.97,8.54,0.23,10.41,0.34,98.77
27.28,78.56,3.91,5.72,33.42,22.4,9.31,0.27,11.72,0.59,98.8
26.56,83.81,3.93,5.78,32.79,22.26,9.79,0.2,12.55,0.27,98.85
26.44,84.38,2.5,3.91,31.7,22.14,7.62,0.01,9.62,0.04,99.21
25.72,77.94,2.08,3.23,32.27,16.05,5.84,0.14,8.5,0.11,99.38
23.86,68.62,2.23,3.48,32.82,15.97,4.77,0.24,7.77,0.26,99.76
22.46,49.69,2.05,2.91,32.31,12.31,4.92,0.15,7.63,0.24,99.92
24.12,48.88,2.34,3.62,35.47,11.93,5.4,0.18,9.58,0.23,99.81
26.97,38.56,2.94,4.46,40.58,14.72,6.7,0.3,9.84,0.23,99.6
30.67,45.44,3.29,4.53,42.21,19.27,7.16,0.03,9.29,0.07,99.47
31.23,53.5,3.52,4.75,42.8,22.41,6.97,0.23,9.66,0.23,99.38
35.57,38.12,4.12,5.44,46.37,25.66,9.68,0.25,11.62,0.25,98.86
29.15,65.75,4.73,6.56,41.44,21.96,11.26,0.17,14.23,0.43,98.81
28.77,67.94,4.45,6.34,38.02,23.06,9.69,0.33,11.81,0.3,98.86
26.47,83.12,4.27,6.3,32.18,22.37,9.77,0.58,12.33,1.22,98.95
27.03,81.81,2.0,3.09,33.46,22.46,6.08,0.15,9.21,0.09,99.16
25.51,82.19,2.41,3.74,31.57,17.12,7.2,0.18,9.27,0.21,99.39
24.15,75.12,2.93,4.58,32.19,15.4,8.99,0.03,11.29,0.08,99.78
21.62,61.06,2.26,3.6,32.5,13.01,4.16,0.05,7.38,0.05,100.17
23.1,61.38,2.85,4.31,36.19,11.23,7.18,0.32,9.68,0.45,99.93
26.65,50.5,3.0,4.48,38.09,17.37,6.65,0.59,9.17,0.7,100.0
30.64,42.75,3.27,4.55,41.85,19.59,8.02,0.11,10.23,0.16,99.53
33.85,41.69,3.84,4.97,44.08,23.01,7.82,0.6,10.02,0.58,99.26
36.01,37.88,4.65,6.19,47.38,25.55,12.17,0.34,15.24,0.26,98.84
30.17,66.12,3.91,5.61,40.04,24.05,8.8,0.35,11.31,0.49,98.87
29.3,67.12,4.52,6.41,37.9,23.85,9.46,0.07,11.74,0.19,98.96
26.78,81.25,4.35,6.47,32.8,21.87,10.18,0.69,12.84,0.99,98.96
27.3,76.44,3.31,5.17,35.43,20.93,7.66,0.26,9.58,0.34,99.24
26.05,75.75,2.36,3.59,36.83,17.4,7.73,0.05,9.68,0.09,99.52
24.01,61.31,2.19,3.27,34.3,13.05,5.88,0.09,7.26,0.09,99.8
23.28,59.06,2.16,3.38,33.65,14.15,5.34,0.05,7.52,0.06,100.01
24.14,56.25,2.27,3.47,35.98,13.48,6.17,0.05,8.73,0.1,100.08
27.8,53.38,3.44,4.84,37.73,17.49,8.06,0.16,10.48,0.15,99.8
30.2,45.69,3.54,4.88,41.15,18.3,8.27,0.44,10.82,0.3,99.6
33.48,42.94,3.96,5.2,44.63,23.27,9.58,0.3,12.05,0.22,99.32
36.23,30.25,3.73,5.15,46.07,25.49,9.54,0.19,11.44,0.19,98.89
32.33,53.12,4.48,6.09,46.67,24.39,8.88,0.25,10.7,0.52,98.79
27.22,80.88,4.07,5.95,33.77,23.54,8.91,0.8,11.2,0.99,98.92
26.53,85.06,3.79,5.72,31.84,21.97,8.45,0.17,10.67,0.23,98.96
26.48,85.44,3.12,4.85,32.1,22.48,7.16,0.4,8.95,0.57,99.15
25.51,84.12,2.77,4.3,31.62,15.63,7.52,0.01,9.56,0.16,99.42
22.51,76.5,2.07,3.05,30.14,13.66,3.88,0.09,6.2,0.12,99.96
20.78,71.44,2.76,4.17,29.82,12.06,8.02,0.41,10.94,0.55,100.06
21.58,69.88,2.71,4.25,32.23,11.96,6.38,0.09,9.46,0.08,99.97
24.37,56.31,2.52,3.88,37.2,11.37,5.91,0.1,8.37,0.07,99.87
